group,label,regime,demand,required,d1,d2,gamma,dE,value,premium,travel,preference,cost_on,cost_off,capacity,cap_on,cap_off,penalty,followup_fee,copay,revenue_E,elasticity,recurrent,servers,nu,mu_on,mu_off,decision,p_on,p_off,flow_on,flow_off,required_actual,region,gross,objective,access,wait_on,wait_off,wait_E,wait_initial_on,wait_initial_off,exposure,utility_on,utility_off,residual,referral_forward,referral_reverse,regional_support,regional_target_v,regional_target_f,regional_nfev,solver,search_best,search_spread,regional_candidates
referral,L878_s30_d0.5,dual,878.0,30.0,0.35,0.5,-1.0,-1.0,50.0,30.0,20.0,0.0,112.0,168.0,972.0,60.0,80.0,3107.8969893779267,1.0,1.0,1.0,0.0,False,0,54.0,326.4906306237967,645.5093693762033,326.4906306237967,60.0,24.51345844807797,0.0,567.2103010622073,30.0,BF,32555.998931718776,29448.10194234085,0.6460253998430607,0.03586095690932845,0.020704333124997854,0.03863481157966208,0.04938314096221018,0.03863481157966208,0.03863481157966208,-31.516427173844782,-1.7763568394002505e-15,1.7763568394002505e-15,0.0,298.6051505311037,BF,,,,regional-validated,29448.10194234085,0.0,
referral,L878_s30_d0.5,fixed,878.0,30.0,0.35,0.5,-1.0,-1.0,50.0,30.0,20.0,0.0,112.0,168.0,972.0,60.0,80.0,8780.0,1.0,1.0,1.0,0.0,False,0,54.0,478.5,493.5,478.5,60.0,40.0,0.0,0.0,30.0,B,2100.0,-6680.0,0.0,0.002157497303128371,0.002157497303128371,0.0032362459546925564,0.0032901833872707657,0.0032362459546925564,0.003236245954692556,-31.41078748651564,-10.483279395900755,0.0,0.0,15.0,B,,,,regional-validated,-6680.0,0.0,
referral,L878_s30_d0.5,online,878.0,30.0,0.35,0.5,-1.0,-1.0,50.0,30.0,20.0,0.0,112.0,168.0,972.0,60.0,80.0,3107.8970099968265,1.0,1.0,1.0,0.0,False,0,54.0,326.4906307249086,645.5093692750913,326.4906307249086,29.026917341626,39.99999999999999,0.0,567.2102990003174,30.0,BF,32555.99895233767,29448.101942340843,0.6460253974946667,0.035860955453493985,0.020704332284472327,0.03863481001121932,0.04938313895742075,0.03863481001121932,0.038634810011219316,-0.5433443524173232,-8.881784197001252e-15,8.881784197001252e-15,0.0,298.6051495001587,BF,,,,regional-validated,29448.101942340843,0.0,
referral,L878_s30_d0.65,dual,878.0,30.0,0.35,0.65,-1.0,-1.0,50.0,30.0,20.0,0.0,112.0,168.0,972.0,60.0,80.0,3674.505499592579,1.0,1.0,1.0,0.0,False,0,54.0,383.1514816452623,588.8485183547377,383.1514816452623,28.97736033821679,35.396672035000336,0.0,510.5494500407421,30.0,BF,29315.054128188025,25640.548628595447,0.581491400957565,0.03145213983735019,0.020704333124998003,0.041148224019275634,0.04585401824409666,0.041148224019275634,0.04114822401927563,-1.4210854715202004e-14,-8.881784197001252e-15,8.881784197001252e-15,0.0,351.3571425264824,BF,,,,regional-validated,25640.548628595447,0.0,
referral,L878_s30_d0.65,fixed,878.0,30.0,0.35,0.65,-1.0,-1.0,50.0,30.0,20.0,0.0,112.0,168.0,972.0,60.0,80.0,8780.0,1.0,1.0,1.0,0.0,False,0,54.0,480.75000000000006,491.24999999999994,480.75000000000006,60.0,40.0,0.0,0.0,30.0,B,2370.0,-6410.0,0.0,0.0021680216802168017,0.0021680216802168026,0.0035772357723577236,0.003420054200542005,0.0035772357723577236,0.0035772357723577236,-34.57553929539296,-19.522059620596206,0.0,0.0,19.5,B,,,,regional-validated,-6410.0,0.0,
referral,L878_s30_d0.65,online,878.0,30.0,0.35,0.65,-1.0,-1.0,50.0,30.0,20.0,0.0,112.0,168.0,972.0,60.0,80.0,3407.035902267452,1.0,1.0,1.0,0.0,False,0,54.0,724.3248840923445,247.67511590765548,724.3248840923445,28.089316044241084,40.0,537.2964097732548,0.0,30.0,BV,27795.67573420451,24388.639831937056,0.611954908625575,0.02207820311261789,0.0337594080233224,0.048110240046524026,0.0389167871289013,0.048110240046524026,0.03940295905380193,8.881784197001252e-16,-5.5369291632734505,8.881784197001252e-16,188.05374342063917,141.73493322341545,BV,,,,regional-validated,24388.639831937056,0.0,
referral,L878_s30_d0.8,dual,878.0,30.0,0.35,0.8,-1.0,-1.0,50.0,30.0,20.0,0.0,112.0,168.0,972.0,60.0,80.0,3613.825118542103,1.0,1.0,1.0,0.0,False,0,54.0,731.5468435927997,240.45315640720025,731.5468435927997,15.951634749385567,80.0,516.6174881457897,0.0,30.0,BV,27796.472551407096,24182.647432864993,0.5884026060885987,0.021609259365598515,0.033741566294800504,0.051028973787279316,0.039469400191146274,0.051028973787279316,0.04010382410806183,0.0,-40.36608057619257,0.0,180.8161208510264,168.6528966808211,BV,,,,regional-validated,24182.647432864993,0.0,
referral,L878_s30_d0.8,fixed,878.0,30.0,0.35,0.8,-1.0,-1.0,50.0,30.0,20.0,0.0,112.0,168.0,972.0,60.0,80.0,8780.0,1.0,1.0,1.0,0.0,False,0,54.0,483.0,489.0,483.0,60.0,40.0,0.0,0.0,30.0,B,2640.0,-6140.0,0.0,0.002178649237472767,0.002178649237472767,0.00392156862745098,0.0035511982570806105,0.00392156862745098,0.003921568627450981,-37.74043572984749,-28.561220043572984,0.0,0.0,24.0,B,,,,regional-validated,-6140.0,0.0,
referral,L878_s30_d0.8,online,878.0,30.0,0.35,0.8,-1.0,-1.0,50.0,30.0,20.0,0.0,112.0,168.0,972.0,60.0,80.0,3613.825118565767,1.0,1.0,1.0,0.0,False,0,54.0,731.5468435932879,240.45315640671208,731.5468435932879,26.88913474958729,40.000000000000014,516.6174881434233,0.0,30.0,BV,26858.972551430757,23245.14743286499,0.5884026060859036,0.021609259363956104,0.03374156629441334,0.051028973785578226,0.03946940018890848,0.051028973785578226,0.04010382410585624,1.0658141036401503e-14,-9.116080576141758,1.0658141036401503e-14,180.81612085019816,168.6528966801585,BV,,,,regional-validated,23245.14743286499,0.0,
required,no_income_E0,dual,878.0,0.0,0.35,0.4,-1.0,-1.0,50.0,15.0,20.0,0.0,112.0,168.0,972.0,60.0,80.0,2776.6144218930376,1.0,1.0,0.0,0.0,False,0,54.0,730.5534986538217,241.44650134617825,730.5534986538217,27.219735211949526,35.934307763163226,600.3385578106962,0.0,0.0,BV,26179.26717695121,23402.65275505817,0.6837568995566016,0.02166023878340495,0.03192032063614428,0.04058441614950626,0.03586478443573214,0.04058441614950626,0.03586478443573214,-8.881784197001252e-15,-8.155194412311815,8.881784197001252e-15,210.11849523374366,84.04739809349746,,,,,,23402.652855058168,213.0884089017236,
required,no_income_E0,fixed,878.0,0.0,0.35,0.4,-1.0,-1.0,50.0,15.0,20.0,0.0,112.0,168.0,972.0,60.0,80.0,8780.0,1.0,1.0,0.0,0.0,False,0,54.0,97.23129691795998,874.76870308204,97.23129691795998,60.0,40.0,0.0,0.0,0.0,B,0.0,-8780.0,0.0,0.010284754309548718,0.0011431593248326527,0.00525706104865214,0.012124725676576967,0.00525706104865214,0.0,-35.53037519854333,-19.652807759639668,0.0,0.0,0.0,,,,,,-8780.0,0.0,
required,no_income_E0,online,878.0,0.0,0.35,0.4,-1.0,-1.0,50.0,15.0,20.0,0.0,112.0,168.0,972.0,60.0,80.0,2776.614342431536,1.0,1.0,0.0,0.0,False,0,54.0,730.5535483406002,241.44645165939983,730.5535483406002,25.97149574476444,40.0,600.3385657568464,0.0,0.0,BV,26179.26709740384,23402.652754972303,0.6837569086068865,0.02166021972206925,0.031920374096169137,0.040584461984996836,0.03586478141681814,0.040584461984996836,0.03586478141681814,0.0,-11.721598989610891,0.0,210.11849801489623,84.04739920595848,,,,,,23402.652854972293,1.0029725672211498e-06,
required,no_income_E30,dual,878.0,30.0,0.35,0.4,-1.0,-1.0,50.0,15.0,20.0,0.0,112.0,168.0,972.0,60.0,80.0,3047.1344393854006,1.0,1.0,0.0,0.0,False,0,54.0,710.7055939439186,261.29440605608136,710.7055939439186,25.191941566570176,42.24295898148705,573.2865560614599,0.0,30.0,BV,26509.763853731863,21893.037346103007,0.6529459636235306,0.02214401937093108,0.03263269689301139,0.04149030464138382,0.03666562599541541,0.04149030464138382,0.036905545744869116,-9.769962616701378e-15,-13.794080753958749,9.769962616701378e-15,200.65029462151097,92.26011784860438,,,,,,21893.03744610301,211.66308536286306,
required,no_income_E30,fixed,878.0,30.0,0.35,0.4,-1.0,-1.0,50.0,15.0,20.0,0.0,112.0,168.0,972.0,60.0,80.0,8780.0,1.0,1.0,0.0,0.0,False,0,54.0,372.30648970480667,599.6935102951934,372.30648970480667,60.0,40.0,0.0,0.0,30.0,B,1920.0,-8780.0,0.0,0.002775414899740729,0.0017553298079204698,0.0028654957678167616,0.003778338418476595,0.0028654957678167616,0.0028654957678167616,-34.60757836710461,-19.419233995239022,0.0,0.0,12.0,,,,,,-8780.0,0.0,
required,no_income_E30,online,878.0,30.0,0.35,0.4,-1.0,-1.0,50.0,15.0,20.0,0.0,112.0,168.0,972.0,60.0,80.0,3047.1344644085902,1.0,1.0,0.0,0.0,False,0,54.0,710.7055826384112,261.2944173615888,710.7055826384112,25.880569528883996,40.0,573.286553559141,0.0,30.0,BV,26450.73864484684,21893.037346091638,0.6529459607735091,0.02214402351585785,0.0326326839212163,0.04149029332755944,0.036665626180503647,0.04149029332755944,0.03690554535913902,0.0,-11.826570963828367,0.0,200.65029374569934,92.26011749827973,,,,,,21893.03744609164,1.111944584408775e-06,
required,no_income_E60,dual,878.0,60.0,0.35,0.4,-1.0,-1.0,50.0,15.0,20.0,0.0,112.0,168.0,972.0,60.0,80.0,3317.394737874763,1.0,1.0,0.0,0.0,False,0,54.0,690.8642184077627,281.1357815922373,690.8642184077627,29.36961069163491,28.318757780241597,546.2605262125237,0.0,60.0,BV,26107.836207584827,20386.445346296332,0.6221646084425099,0.022661750126454272,0.03339500565146235,0.042459705702044055,0.03752264712216969,0.042459705702044055,0.038011254745435305,-1.687538997430238e-14,-1.6922094120063873,1.687538997430238e-14,191.1911841743833,100.4764736697533,,,,,,20386.44544629633,210.02119008757654,
required,no_income_E60,fixed,878.0,60.0,0.35,0.4,-1.0,-1.0,50.0,15.0,20.0,0.0,112.0,168.0,972.0,60.0,80.0,8780.0,1.0,1.0,0.0,0.0,False,0,54.0,368.034616686639,603.9653833133609,368.034616686639,60.0,40.0,0.0,0.0,60.0,B,3840.0,-8780.0,0.0,0.002906684244832378,0.0018383522751188237,0.0030010259730517746,0.003957043335400499,0.0030010259730517746,0.003001025973051775,-34.62922055815718,-19.439062636388453,0.0,0.0,24.0,,,,,,-8780.0,0.0,
required,no_income_E60,online,878.0,60.0,0.35,0.4,-1.0,-1.0,50.0,15.0,20.0,0.0,112.0,168.0,972.0,60.0,80.0,3317.3946085011244,1.0,1.0,0.0,0.0,False,0,54.0,690.864347514127,281.13565248587304,690.864347514127,25.783263286743516,40.0,546.2605391498876,0.0,60.0,BV,26722.638273608685,20386.44534622572,0.6221646231775485,0.022661691397611403,0.03339515468478502,0.04245983124382958,0.03752263233295175,0.04245983124382958,0.038011253833978444,1.2434497875801753e-14,-11.938935076354284,1.2434497875801753e-14,191.19118870246064,100.47647548098425,,,,,,20386.44544622566,8.43671296024695e-06,
required,no_income_E90,dual,878.0,90.0,0.35,0.4,-1.0,-1.0,50.0,15.0,20.0,0.0,112.0,168.0,972.0,60.0,80.0,3587.3765767735745,1.0,1.0,0.0,0.0,False,0,54.0,671.0297930297403,300.9702069702597,671.0297930297403,29.561234230227996,27.354352580713773,519.2623423226426,0.0,90.0,BV,25996.566712679316,18883.093971353293,0.5914149684768139,0.02321762755324811,0.034213314426726774,0.04350036544802602,0.03844275546005721,0.04350036544802602,0.03918986367157399,1.4210854715202004e-14,-0.9668328108805886,1.4210854715202004e-14,181.7418198129249,108.69672792516995,,,,,,18883.09407135329,208.14716589977616,
required,no_income_E90,fixed,878.0,90.0,0.35,0.4,-1.0,-1.0,50.0,15.0,20.0,0.0,112.0,168.0,972.0,60.0,80.0,8780.0,1.0,1.0,0.0,0.0,False,0,54.0,363.76201462098487,608.2379853790151,363.76201462098487,60.0,40.0,0.0,0.0,90.0,B,5760.0,-8780.0,0.0,0.0030509941829481766,0.0019296154049160382,0.003150013078095309,0.004153498760281534,0.003150013078095309,0.003150013078095309,-34.65301232308788,-19.46085992742197,0.0,0.0,36.0,,,,,,-8780.0,0.0,
required,no_income_E90,online,878.0,90.0,0.35,0.4,-1.0,-1.0,50.0,15.0,20.0,0.0,112.0,168.0,972.0,60.0,80.0,3587.37657461213,1.0,1.0,0.0,0.0,False,0,54.0,671.029833707715,300.97016629228494,671.029833707715,25.678798599542592,40.0,519.262342538787,0.0,90.0,BV,26994.907295519988,18883.093971324328,0.591414968722992,0.023217605758298027,0.034213362130985525,0.04350040443430474,0.038442747310304684,0.04350040443430474,0.0391898624844729,3.552713678800501e-15,-12.05951301579436,3.552713678800501e-15,181.74181988857546,108.69672795543018,,,,,,18883.094071324325,3.189816197846085e-07,
required,residual_E0,dual,878.0,0.0,0.35,0.4,-1.0,-1.0,50.0,15.0,20.0,0.0,112.0,168.0,930.0,60.0,80.0,3047.041920510185,1.0,1.0,1.0,0.0,False,0,54.0,698.7069268200496,231.2930731799504,698.7069268200496,30.019363678696138,26.516889032316396,573.2958079489815,0.0,0.0,BV,24940.07936661971,21893.037446109523,0.6529565010808446,0.02214853858307025,0.03263756528383102,0.04149698071705912,0.03667248183404094,0.04149698071705912,0.03667248183404093,-7.105427357601002e-15,-8.881784197001252e-15,7.105427357601002e-15,200.65353278214351,80.2614131128574,BV,573.2958079489814,0.0,237.0,regional,21893.037446109523,0.0,"{'B': -8780.0, 'BF': 21681.374361448008, 'BV': 21893.037446109523}"
required,residual_E0,fixed,878.0,0.0,0.35,0.4,-1.0,-1.0,50.0,15.0,20.0,0.0,112.0,168.0,930.0,60.0,80.0,8780.0,1.0,1.0,1.0,0.0,False,0,54.0,465.0,465.0,465.0,60.0,40.0,0.0,0.0,0.0,B,0.0,-8780.0,0.0,0.002150537634408602,0.002150537634408602,0.003010752688172043,0.003204301075268817,0.003010752688172043,0.0,-34.55103225806451,-19.45763440860215,0.0,0.0,0.0,B,,,2224.0,regional,-8780.0,0.0,
required,residual_E0,online,878.0,0.0,0.35,0.4,-1.0,-1.0,50.0,15.0,20.0,0.0,112.0,168.0,930.0,60.0,80.0,3047.04192051278,1.0,1.0,1.0,0.0,False,0,54.0,698.7069268198861,231.29307318011388,698.7069268198861,25.879812065832052,40.00000000000002,573.295807948722,0.0,0.0,BV,24940.079366622296,21893.037446109516,0.6529565010805489,0.022148538583005334,0.03263756528356012,0.041496980716762256,0.03667248183387212,0.041496980716762256,0.036672481833872124,2.6645352591003757e-15,-11.82729032248958,2.6645352591003757e-15,200.65353278205268,80.26141311282107,BV,573.2958079487222,0.0,237.0,regional,21893.037446109516,0.0,"{'B': -8780.0, 'BV': 21893.037446109516}"
required,residual_E30,dual,878.0,30.0,0.35,0.4,-1.0,-1.0,50.0,15.0,20.0,0.0,112.0,168.0,972.0,60.0,80.0,3051.313155572218,1.0,1.0,1.0,0.0,False,0,54.0,710.5991350867232,261.4008649132768,710.5991350867232,13.633785291966518,80.0,572.8686844427782,0.0,30.0,BV,27507.74884227133,24456.43568669911,0.6524700278391551,0.021964102615640694,0.032365784782196746,0.04115142582845303,0.03636710165559925,0.04115142582845303,0.03660517958017792,-8.881784197001252e-16,-46.874957757376364,8.881784197001252e-16,200.50403955497237,92.20161582198894,BV,572.8686844427782,0.0,241.0,regional,24456.43568669911,0.0,"{'B': -5660.0, 'BF': 22889.564446156863, 'BV': 24456.43568669911}"
required,residual_E30,fixed,878.0,30.0,0.35,0.4,-1.0,-1.0,50.0,15.0,20.0,0.0,112.0,168.0,972.0,60.0,80.0,8780.0,1.0,1.0,1.0,0.0,False,0,54.0,477.0,495.0,477.0,60.0,40.0,0.0,0.0,30.0,B,1920.0,-6860.0,0.0,0.002150537634408602,0.002150537634408602,0.003010752688172043,0.003204301075268817,0.003010752688172043,0.003010752688172043,-34.55103225806451,-19.45763440860215,0.0,0.0,12.0,B,,,2223.0,regional,-6860.0,0.0,
required,residual_E30,online,878.0,30.0,0.35,0.4,-1.0,-1.0,50.0,15.0,20.0,0.0,112.0,168.0,972.0,60.0,80.0,3051.3131555755513,1.0,1.0,1.0,0.0,False,0,54.0,710.5991350863494,261.4008649136506,710.5991350863494,25.914487046379314,40.00000000000002,572.8686844424449,0.0,30.0,BV,26455.117263327294,23403.804107751745,0.6524700278387755,0.021964102615637734,0.032365784781682956,0.04115142582793805,0.036367101655416054,0.04115142582793805,0.036605179579978345,-1.7763568394002505e-15,-11.787238459055056,1.7763568394002505e-15,200.5040395548557,92.20161582194227,BV,572.868684442445,0.0,241.0,regional,23403.804107751745,0.0,"{'B': -6860.0, 'BV': 23403.804107751745}"
required,residual_E60,dual,878.0,60.0,0.35,0.4,-1.0,-1.0,50.0,15.0,20.0,0.0,112.0,168.0,1014.0,60.0,80.0,3055.5490563332137,1.0,1.0,1.0,0.0,False,0,54.0,722.4922350731085,291.50776492689147,722.4922350731085,13.667607744395228,80.0,572.4450943666786,0.0,60.0,BV,30075.79393384055,27020.244877507335,0.6519875790053288,0.02178420123911481,0.03210068634658582,0.04081436684223175,0.036069229633895916,0.04081436684223175,0.03651940030489346,1.5987211554602254e-14,-46.83589061949685,1.5987211554602254e-14,200.3557830283375,104.142313211335,BV,572.4450943666787,0.0,245.0,regional,27020.244877507335,0.0,"{'B': -2540.0, 'BF': 24100.786633156167, 'BV': 27020.244877507335}"
required,residual_E60,fixed,878.0,60.0,0.35,0.4,-1.0,-1.0,50.0,15.0,20.0,0.0,112.0,168.0,1014.0,60.0,80.0,8780.0,1.0,1.0,1.0,0.0,False,0,54.0,489.00000000000006,525.0,489.00000000000006,60.0,40.0,0.0,0.0,60.0,B,3840.0,-4940.0,0.0,0.0021505376344086017,0.002150537634408602,0.003010752688172043,0.003204301075268817,0.003010752688172043,0.003010752688172043,-34.55103225806451,-19.45763440860215,0.0,0.0,24.0,B,,,2223.0,regional,-4940.0,0.0,
required,residual_E60,online,878.0,60.0,0.35,0.4,-1.0,-1.0,50.0,15.0,20.0,0.0,112.0,168.0,1014.0,60.0,80.0,3055.5490562761133,1.0,1.0,1.0,0.0,False,0,54.0,722.4922350746427,291.50776492535726,722.4922350746427,25.948309498329003,40.00000000000002,572.4450943723887,0.0,60.0,BV,27970.53077588872,24914.98171961261,0.6519875790118322,0.021784201241475835,0.03210068635022617,0.040814366846816504,0.03606922963786161,0.040814366846816504,0.03651940030891382,0.0,-11.748171321787737,0.0,200.35578303033603,104.14231321213441,BV,572.4450943723889,0.0,241.0,regional,24914.98171961261,0.0,"{'B': -4940.0, 'BV': 24914.98171961261}"
required,residual_E90,dual,878.0,90.0,0.35,0.4,-1.0,-1.0,50.0,15.0,20.0,0.0,112.0,168.0,1056.0,60.0,80.0,3059.7505820976994,1.0,1.0,1.0,0.0,False,0,54.0,734.3862025701942,321.6137974298058,734.3862025701942,13.700612800207125,80.0,572.0249417902301,0.0,90.0,BV,32644.20558399691,29584.455001899212,0.6515090453191686,0.021608647589019273,0.0318419946190118,0.04048545365461951,0.035778556368136094,0.04048545365461951,0.03641844276673305,3.552713678800501e-15,-46.7977676280649,3.552713678800501e-15,200.20872962658052,116.0834918506322,BV,572.0249417902302,0.0,246.0,regional,29584.455001899212,0.0,"{'B': 580.0, 'BF': 25314.85436693428, 'BV': 29584.455001899212}"
required,residual_E90,fixed,878.0,90.0,0.35,0.4,-1.0,-1.0,50.0,15.0,20.0,0.0,112.0,168.0,1056.0,60.0,80.0,8780.0,1.0,1.0,1.0,0.0,False,0,54.0,501.0,555.0,501.0,60.0,40.0,0.0,0.0,90.0,B,5760.0,-3020.0,0.0,0.002150537634408602,0.002150537634408602,0.003010752688172043,0.003204301075268817,0.003010752688172043,0.0030107526881720434,-34.55103225806451,-19.45763440860215,0.0,0.0,36.0,B,,,2223.0,regional,-3020.0,0.0,
required,residual_E90,online,878.0,90.0,0.35,0.4,-1.0,-1.0,50.0,15.0,20.0,0.0,112.0,168.0,1056.0,60.0,80.0,3059.7505819185108,1.0,1.0,1.0,0.0,False,0,54.0,734.3862025745203,321.6137974254797,734.3862025745203,25.981314553196828,40.000000000000014,572.0249418081489,0.0,90.0,BV,29486.310846975633,26426.560265057124,0.6515090453395773,0.021608647596537536,0.03184199462975695,0.040485453668371967,0.03577855638046772,0.040485453668371967,0.03641844277924051,-7.105427357601002e-15,-11.710048331402795,7.105427357601002e-15,200.2087296328521,116.08349185314084,BV,572.024941808149,0.0,246.0,regional,26426.560265057124,0.0,"{'B': -3020.0, 'BV': 26426.560265057124}"
required,total_E0,dual,878.0,0.0,0.35,0.4,-1.0,-1.0,50.0,15.0,20.0,0.0,112.0,168.0,972.0,60.0,80.0,2776.5215801294235,1.0,1.0,1.0,0.0,False,0,54.0,730.554495395212,241.44550460478797,730.554495395212,13.690067546804311,80.0,600.3478419870577,0.0,0.0,BV,26179.174435191977,23402.65285506255,0.6837674737893595,0.021664737714624023,0.031924647708161384,0.040590542794010996,0.035871427692527866,0.040590542794010996,0.035871427692527866,1.7763568394002505e-15,-46.809948083307994,1.7763568394002505e-15,210.12174469547017,84.04869787818807,BV,600.3478419870577,0.0,244.0,regional,23402.65285506255,0.0,"{'B': -8780.0, 'BF': 23189.564446156866, 'BV': 23402.65285506255}"
required,total_E0,fixed,878.0,0.0,0.35,0.4,-1.0,-1.0,50.0,15.0,20.0,0.0,112.0,168.0,972.0,60.0,80.0,8780.0,1.0,1.0,1.0,0.0,False,0,54.0,486.0,486.0,486.0,60.0,40.0,0.0,0.0,0.0,B,0.0,-8780.0,0.0,0.00205761316872428,0.00205761316872428,0.002880658436213992,0.003065843621399177,0.002880658436213992,0.0,-34.533703703703694,-19.437860082304528,0.0,0.0,0.0,B,,,2224.0,regional,-8780.0,0.0,
required,total_E0,online,878.0,0.0,0.35,0.4,-1.0,-1.0,50.0,15.0,20.0,0.0,112.0,168.0,972.0,60.0,80.0,2776.521580169255,1.0,1.0,1.0,0.0,False,0,54.0,730.5544953943019,241.44550460569815,730.5544953943019,25.97076930150226,40.000000000000014,600.3478419830745,0.0,0.0,BV,26179.174435231806,23402.65285506255,0.6837674737848229,0.021664737712919966,0.03192464770581292,0.04059054279098091,0.035871427689763286,0.04059054279098091,0.03587142768976328,2.6645352591003757e-15,-11.722228784716306,2.6645352591003757e-15,210.12174469407609,84.04869787763043,BV,600.3478419830748,0.0,244.0,regional,23402.65285506255,0.0,"{'B': -8780.0, 'BV': 23402.65285506255}"
required,total_E30,dual,878.0,30.0,0.35,0.4,-1.0,-1.0,50.0,15.0,20.0,0.0,112.0,168.0,972.0,60.0,80.0,3051.313155572218,1.0,1.0,1.0,0.0,False,0,54.0,710.5991350867232,261.4008649132768,710.5991350867232,13.633785291966518,80.0,572.8686844427782,0.0,30.0,BV,27507.74884227133,24456.43568669911,0.6524700278391551,0.021964102615640694,0.032365784782196746,0.04115142582845303,0.03636710165559925,0.04115142582845303,0.03660517958017792,-8.881784197001252e-16,-46.874957757376364,8.881784197001252e-16,200.50403955497237,92.20161582198894,BV,572.8686844427782,0.0,241.0,regional,24456.43568669911,0.0,"{'B': -5660.0, 'BF': 22889.564446156863, 'BV': 24456.43568669911}"
required,total_E30,fixed,878.0,30.0,0.35,0.4,-1.0,-1.0,50.0,15.0,20.0,0.0,112.0,168.0,972.0,60.0,80.0,8780.0,1.0,1.0,1.0,0.0,False,0,54.0,477.0,495.0,477.0,60.0,40.0,0.0,0.0,30.0,B,1920.0,-6860.0,0.0,0.002150537634408602,0.002150537634408602,0.003010752688172043,0.003204301075268817,0.003010752688172043,0.003010752688172043,-34.55103225806451,-19.45763440860215,0.0,0.0,12.0,B,,,2223.0,regional,-6860.0,0.0,
required,total_E30,online,878.0,30.0,0.35,0.4,-1.0,-1.0,50.0,15.0,20.0,0.0,112.0,168.0,972.0,60.0,80.0,3051.3131555755513,1.0,1.0,1.0,0.0,False,0,54.0,710.5991350863494,261.4008649136506,710.5991350863494,25.914487046379314,40.00000000000002,572.8686844424449,0.0,30.0,BV,26455.117263327294,23403.804107751745,0.6524700278387755,0.021964102615637734,0.032365784781682956,0.04115142582793805,0.036367101655416054,0.04115142582793805,0.036605179579978345,-1.7763568394002505e-15,-11.787238459055056,1.7763568394002505e-15,200.5040395548557,92.20161582194227,BV,572.868684442445,0.0,241.0,regional,23403.804107751745,0.0,"{'B': -6860.0, 'BV': 23403.804107751745}"
required,total_E60,dual,878.0,60.0,0.35,0.4,-1.0,-1.0,50.0,15.0,20.0,0.0,112.0,168.0,972.0,60.0,80.0,3326.005338871721,1.0,1.0,1.0,0.0,False,0,54.0,690.6462831046674,281.3537168953326,690.6462831046674,13.575102904514194,80.0,545.3994661128279,0.0,60.0,BV,28837.380940133084,25511.375601261363,0.6211839021786195,0.022276233804397375,0.03282573395762533,0.04173622747938428,0.03688391342218187,0.04173622747938428,0.03736481712251299,-7.105427357601002e-15,-46.94273974112373,7.105427357601002e-15,190.88981313948975,100.3559252557959,BV,545.3994661128278,0.0,239.0,regional,25511.375601261363,0.0,"{'B': -2540.0, 'BF': 22589.564446156855, 'BV': 25511.375601261363}"
required,total_E60,fixed,878.0,60.0,0.35,0.4,-1.0,-1.0,50.0,15.0,20.0,0.0,112.0,168.0,972.0,60.0,80.0,8780.0,1.0,1.0,1.0,0.0,False,0,54.0,468.00000000000006,503.99999999999994,468.00000000000006,60.0,40.0,0.0,0.0,60.0,B,3840.0,-4940.0,0.0,0.002252252252252252,0.0022522522522522527,0.0031531531531531535,0.0033558558558558554,0.0031531531531531535,0.0031531531531531535,-34.56999999999999,-19.47927927927928,0.0,0.0,24.0,B,,,2223.0,regional,-4940.0,0.0,
required,total_E60,online,878.0,60.0,0.35,0.4,-1.0,-1.0,50.0,15.0,20.0,0.0,112.0,168.0,972.0,60.0,80.0,3326.0053388781434,1.0,1.0,1.0,0.0,False,0,54.0,690.6462831040161,281.3537168959839,690.6462831040161,25.855804658953332,40.000000000000014,545.3994661121857,0.0,60.0,BV,26732.117782244768,23406.112443366626,0.621183902177888,0.02227623380435732,0.03282573395668134,0.04173622747842427,0.03688391342180582,0.04173622747842427,0.03736481712207957,-8.881784197001252e-15,-11.85502044273902,8.881784197001252e-15,190.889813139265,100.35592525570598,BV,545.3994661121858,0.0,245.0,regional,23406.112443366626,0.0,"{'B': -4940.0, 'BV': 23406.112443366626}"
required,total_E90,dual,878.0,90.0,0.35,0.4,-1.0,-1.0,50.0,15.0,20.0,0.0,112.0,168.0,972.0,60.0,80.0,3600.593907266932,1.0,1.0,1.0,0.0,False,0,54.0,670.6960460166654,301.3039539833346,670.6960460166654,13.513845460597963,80.0,517.9406092733068,0.0,90.0,BV,30168.11655692978,26567.52264966285,0.5899095777600305,0.02260206169996573,0.03330586627664455,0.04234669095663084,0.03742340353478652,0.04234669095663084,0.038152250828760906,-8.881784197001252e-16,-47.01349608287394,8.881784197001252e-16,181.27921324565736,108.51168529826295,BV,517.9406092733068,0.0,236.0,regional,26567.52264966285,0.0,"{'B': 580.0, 'BF': 22289.564446156855, 'BV': 26567.52264966285}"
required,total_E90,fixed,878.0,90.0,0.35,0.4,-1.0,-1.0,50.0,15.0,20.0,0.0,112.0,168.0,972.0,60.0,80.0,8780.0,1.0,1.0,1.0,0.0,False,0,54.0,459.00000000000006,513.0,459.00000000000006,60.0,40.0,0.0,0.0,90.0,B,5760.0,-3020.0,0.0,0.0023640661938534274,0.002364066193853428,0.0033096926713947986,0.003522458628841607,0.0033096926713947986,0.003309692671394799,-34.59085106382978,-19.50307328605201,0.0,0.0,36.0,B,,,2223.0,regional,-3020.0,0.0,
